feasible,beginning_to_start,start_to_solution,total
0,0.005680,0.034799,0.040479
0,0.004752,0.032362,0.037114
0,0.003407,0.030328,0.033735
0,0.003190,0.030051,0.033241
0,0.003147,0.030535,0.033682
0,0.003208,0.030996,0.034204
0,0.003482,0.029412,0.032894
0,0.003055,0.027133,0.030188
0,0.003471,0.029100,0.032571
0,0.003251,0.030690,0.033941
