feasible,beginning_to_start,start_to_solution,total
0,0.049333,4.962376,5.011709
0,0.048392,4.805222,4.853614
0,0.048145,5.164733,5.212878
0,0.047836,4.908435,4.956271
0,0.051958,4.855405,4.907363
0,0.047005,5.307529,5.354534
0,0.052988,4.882320,4.935308
0,0.047121,5.586828,5.633949
0,0.049750,5.074337,5.124087
0,0.050264,5.142493,5.192757
