feasible,beginning_to_start,start_to_solution,total
0,0.000482,0.000451,0.000933
0,0.000646,0.000692,0.001338
0,0.000493,0.000423,0.000916
0,0.000528,0.000479,0.001007
0,0.000693,0.000444,0.001137
0,0.000511,0.000421,0.000932
0,0.000493,0.000888,0.001381
0,0.000918,0.000633,0.001551
0,0.000659,0.000580,0.001239
0,0.000530,0.000441,0.000971
