feasible,beginning_to_start,start_to_solution,total
0,0.403449,89.673462,90.076911
0,0.410541,98.788678,99.199219
0,0.415486,92.775842,93.191328
0,0.399772,89.613254,90.013026
0,0.473006,96.867976,97.340982
0,0.418636,97.002308,97.420944
0,0.435044,95.241812,95.676856
0,0.414555,95.724258,96.138813
0,0.419553,96.469676,96.889229
0,0.435632,95.825329,96.260961
