feasible,beginning_to_start,start_to_solution,total
0,0.012109,0.190453,0.202562
0,0.012928,0.179599,0.192527
0,0.013452,0.187445,0.200897
0,0.011852,0.193035,0.204887
0,0.011793,0.169089,0.180882
0,0.013588,0.194948,0.208536
0,0.012800,0.158558,0.171358
0,0.013485,0.198300,0.211785
0,0.012189,0.175365,0.187554
0,0.012927,0.178383,0.191310
