feasible,beginning_to_start,start_to_solution,total
0,0.018185,0.449675,0.467860
0,0.018274,0.387226,0.405500
0,0.014960,0.361090,0.376050
0,0.016209,0.404142,0.420351
0,0.026415,0.380208,0.406623
0,0.017334,0.380636,0.397970
0,0.015857,0.371504,0.387361
0,0.016584,0.372499,0.389083
0,0.016199,0.373766,0.389965
0,0.016538,0.405079,0.421617
