feasible,beginning_to_start,start_to_solution,total
0,0.001141,0.002910,0.004051
0,0.001157,0.002063,0.003220
0,0.000951,0.001934,0.002885
0,0.000957,0.002199,0.003156
0,0.000996,0.002521,0.003517
0,0.000871,0.001213,0.002084
0,0.001106,0.001924,0.003030
0,0.000979,0.002178,0.003157
0,0.000956,0.002139,0.003095
0,0.001270,0.002316,0.003586
