feasible,beginning_to_start,start_to_solution,total
0,0.001835,0.007102,0.008937
0,0.002075,0.006535,0.008610
0,0.001956,0.005080,0.007036
0,0.001966,0.006126,0.008092
0,0.002224,0.007749,0.009973
0,0.003050,0.005859,0.008909
0,0.002070,0.007579,0.009649
0,0.002140,0.006983,0.009123
0,0.002065,0.006531,0.008596
0,0.002008,0.007066,0.009074
