feasible,beginning_to_start,start_to_solution,total
0,0.045066,3.880772,3.925838
0,0.045586,3.085202,3.130788
0,0.045106,3.849440,3.894546
0,0.046116,3.362231,3.408347
0,0.046479,3.518619,3.565098
