feasible,beginning_to_start,start_to_solution,total,zero_solution,lifts
1,0.003437,0.000502,0.003939,0,1
1,0.002881,0.000244,0.003125,0,1
1,0.003021,0.000333,0.003354,0,1
0,0.002842,0.031691,0.034533,0,9658
1,0.002937,0.000316,0.003253,0,3
0,0.003002,0.034812,0.037814,0,9549
0,0.003558,0.035010,0.038568,0,9749
1,0.002860,0.000263,0.003123,0,1
0,0.003196,0.033997,0.037193,0,9693
0,0.002956,0.034925,0.037881,0,9700
