
test_runs,variables,constraints,timestamp,total_avg,total_max,total_min,feasible_avg,feasible_max,feasible_min,infeas_avg,infeas_max,infeas_min,zero_max,zero_min,zero_avg
10,100,100,2024-11-17 21:17:55.673917,8.269999999999999e-05,0.000116,5.9e-05,7.214285714285713e-05,0.000101,5.9e-05,0.00010733333333333334,0.000116,9.8e-05,nan,nan,nan
10,100,200,2024-11-17 21:17:56.715072,0.00016020000000000002,0.000252,0.000118,0.00012,0.00012,0.00012,0.00016466666666666667,0.000252,0.000118,nan,nan,nan
10,100,100,2024-11-17 21:18:04.232828,6.97e-05,8.6e-05,5.9e-05,6.85e-05,8.6e-05,5.9e-05,7.45e-05,7.8e-05,7.1e-05,nan,nan,nan
10,100,200,2024-11-17 21:18:05.282168,0.00015599999999999997,0.000225,0.000107,0.000107,0.000107,0.000107,0.00016144444444444442,0.000225,0.000118,nan,nan,nan
10,100,100,2024-11-17 21:18:17.362816,3.28e-05,5.5e-05,1e-06,3.28e-05,5.5e-05,1e-06,nan,nan,nan,1e-06,1e-06,1e-06
10,100,200,2024-11-17 21:18:18.420347,2.32e-05,5.7e-05,1e-06,2.32e-05,5.7e-05,1e-06,nan,nan,nan,1e-06,1e-06,1e-06
10,100,700,2024-11-17 21:18:19.740066,0.0001871,0.000317,1e-06,0.00017266666666666667,0.000274,1e-06,0.000317,0.000317,0.000317,2e-06,1e-06,1.5e-06
10,100,100,2024-11-17 21:18:56.803134,5.4199999999999996e-05,0.000195,3.5e-05,5.4199999999999996e-05,0.000195,3.5e-05,nan,nan,nan,nan,nan,nan
10,100,200,2024-11-17 21:18:58.007054,6.2e-05,7.3e-05,5.6e-05,6.2e-05,7.3e-05,5.6e-05,nan,nan,nan,nan,nan,nan
10,100,700,2024-11-17 21:18:59.487983,0.00020740000000000003,0.000347,1e-06,0.00018125,0.000312,1e-06,0.000312,0.000347,0.000277,1e-06,1e-06,1e-06
10,100,100,2024-11-17 21:19:52.592485,0.011558700000000002,0.024642,0.00023,0.0028358,0.011411,0.00023,0.020281600000000004,0.024642,0.018542,nan,nan,nan
10,100,200,2024-11-17 21:19:58.311672,0.043199400000000006,0.125076,2e-06,2e-06,2e-06,2e-06,0.04799911111111111,0.125076,0.006157,2e-06,2e-06,2e-06
10,100,700,2024-11-17 21:20:14.017799,0.13050250000000002,0.607108,2e-06,0.0015665,0.003131,2e-06,0.1627365,0.607108,0.016476,2e-06,2e-06,2e-06
10,100,100,2024-11-17 21:21:33.125666,0.0091845,0.025236,0.000292,0.00042599999999999995,0.00056,0.000292,0.011374125,0.025236,0.00417,nan,nan,nan
10,100,200,2024-11-17 21:21:40.266770,0.09058240000000001,0.474094,0.000295,0.000295,0.000295,0.000295,0.10061433333333333,0.474094,0.001495,nan,nan,nan
10,100,100,2024-11-17 21:22:00.273370,0.0215887,0.041716,0.002557,0.004153,0.005749,0.002557,0.025947625,0.041716,0.009977,nan,nan,nan
