feasible,beginning_to_start,start_to_solution,total,zero_solution,lifts
0,0.000539,0.003391,0.003930,0,2268
1,0.000644,0.003558,0.004202,0,519
1,0.000598,0.003245,0.003843,0,662
0,0.000572,0.003603,0.004175,0,3352
1,0.000591,0.003877,0.004468,0,507
1,0.000589,0.003396,0.003985,0,539
1,0.000554,0.003454,0.004008,0,509
1,0.000634,0.003293,0.003927,0,506
1,0.000731,0.003394,0.004125,0,537
1,0.000634,0.003499,0.004133,0,520
1,0.000553,0.003902,0.004455,0,510
1,0.000634,0.003474,0.004108,0,507
1,0.000651,0.003937,0.004588,0,513
1,0.000629,0.003487,0.004116,0,516
1,0.000659,0.003425,0.004084,0,511
0,0.000643,0.003664,0.004307,0,4517
0,0.000665,0.003606,0.004271,0,3513
1,0.000629,0.003431,0.004060,0,522
1,0.000626,0.003366,0.003992,0,507
1,0.000699,0.003766,0.004465,0,506
1,0.000571,0.003577,0.004148,0,514
0,0.000679,0.003675,0.004354,0,2519
1,0.000636,0.003283,0.003919,0,526
1,0.000639,0.003818,0.004457,0,513
1,0.000611,0.003824,0.004435,0,537
0,0.000736,0.003987,0.004723,0,2293
1,0.000617,0.003489,0.004106,0,509
0,0.000596,0.003538,0.004134,0,2001
1,0.000636,0.003402,0.004038,0,509
1,0.000501,0.003374,0.003875,0,516
1,0.000556,0.003493,0.004049,0,507
0,0.000658,0.004043,0.004701,0,3398
0,0.000641,0.003712,0.004353,0,4496
1,0.000848,0.003630,0.004478,0,515
1,0.000924,0.003563,0.004487,0,507
1,0.000551,0.003535,0.004086,0,510
0,0.000666,0.003624,0.004290,0,2996
1,0.000544,0.003248,0.003792,0,511
1,0.000647,0.003756,0.004403,0,517
1,0.000649,0.003455,0.004104,0,515
1,0.000675,0.003229,0.003904,0,506
1,0.000701,0.003398,0.004099,0,513
0,0.000650,0.003565,0.004215,0,3646
1,0.000564,0.003368,0.003932,0,514
0,0.000710,0.003933,0.004643,0,1499
1,0.000639,0.003349,0.003988,0,518
1,0.000686,0.003829,0.004515,0,512
0,0.000635,0.003824,0.004459,0,3580
0,0.000678,0.003647,0.004325,0,3355
1,0.000648,0.003652,0.004300,0,512
1,0.000597,0.003586,0.004183,0,507
0,0.000581,0.003672,0.004253,0,1028
0,0.000677,0.003512,0.004189,0,1057
1,0.000563,0.003597,0.004160,0,504
1,0.000557,0.003547,0.004104,0,508
1,0.000670,0.003694,0.004364,0,506
0,0.000663,0.003557,0.004220,0,1067
1,0.000704,0.003544,0.004248,0,510
0,0.000684,0.003560,0.004244,0,3764
0,0.000644,0.003617,0.004261,0,2233
0,0.000678,0.003452,0.004130,0,1511
1,0.000630,0.003167,0.003797,0,518
1,0.000658,0.003495,0.004153,0,513
1,0.000650,0.003447,0.004097,0,510
1,0.000571,0.003647,0.004218,0,513
1,0.000628,0.003458,0.004086,0,510
0,0.000593,0.003484,0.004077,0,1553
1,0.000663,0.003578,0.004241,0,509
1,0.000606,0.003492,0.004098,0,509
0,0.000658,0.003640,0.004298,0,3204
1,0.000581,0.003777,0.004358,0,1433
1,0.000739,0.003529,0.004268,0,533
0,0.000681,0.003543,0.004224,0,1157
0,0.000574,0.003758,0.004332,0,2865
1,0.000585,0.003807,0.004392,0,506
0,0.000633,0.003369,0.004002,0,2273
0,0.000712,0.003655,0.004367,0,2409
1,0.000597,0.003438,0.004035,0,507
1,0.000587,0.003575,0.004162,0,513
0,0.000857,0.003879,0.004736,0,1156
0,0.000636,0.003455,0.004091,0,1577
0,0.000622,0.003613,0.004235,0,3398
0,0.000668,0.003377,0.004045,0,2225
1,0.000636,0.003495,0.004131,0,508
1,0.000690,0.003703,0.004393,0,509
0,0.000671,0.003603,0.004274,0,3367
0,0.000634,0.003595,0.004229,0,3280
1,0.000575,0.003265,0.003840,0,506
0,0.000699,0.003415,0.004114,0,1901
1,0.000626,0.003445,0.004071,0,513
1,0.000716,0.003606,0.004322,0,533
0,0.000639,0.003499,0.004138,0,2740
1,0.000600,0.003794,0.004394,0,512
0,0.000605,0.003529,0.004134,0,4817
1,0.000634,0.003277,0.003911,0,512
1,0.000941,0.003667,0.004608,0,512
1,0.000577,0.003427,0.004004,0,508
0,0.000809,0.004028,0.004837,0,3708
1,0.000698,0.003470,0.004168,0,568
1,0.000862,0.004164,0.005026,0,511
