feasible,beginning_to_start,start_to_solution,total,zero_solution,lifts
1,0.000064,0.000033,0.000097,0,103
1,0.000074,0.000033,0.000107,0,100
1,0.000063,0.000032,0.000095,0,89
1,0.000075,0.000044,0.000119,0,390
1,0.000066,0.000032,0.000098,0,85
1,0.000076,0.000034,0.000110,0,97
1,0.000063,0.000033,0.000096,0,117
1,0.000062,0.000034,0.000096,0,101
1,0.000065,0.000055,0.000120,0,92
1,0.000061,0.000032,0.000093,0,85
1,0.000062,0.000032,0.000094,0,84
1,0.000068,0.000033,0.000101,0,95
1,0.000069,0.000034,0.000103,0,97
1,0.000059,0.000033,0.000092,0,88
1,0.000067,0.000034,0.000101,0,92
1,0.000064,0.000033,0.000097,0,94
1,0.000100,0.000032,0.000132,0,89
1,0.000077,0.000035,0.000112,0,108
1,0.000068,0.000033,0.000101,0,93
1,0.000070,0.000036,0.000106,0,83
0,0.000059,0.000034,0.000093,0,387
0,0.000064,0.000036,0.000100,0,559
0,0.000066,0.000036,0.000102,0,388
0,0.000087,0.000053,0.000140,0,793
0,0.000063,0.000035,0.000098,0,391
0,0.000066,0.000037,0.000103,0,511
0,0.000061,0.000032,0.000093,0,283
0,0.000064,0.000035,0.000099,0,390
0,0.000068,0.000036,0.000104,0,437
0,0.000072,0.000040,0.000112,0,404
0,0.000062,0.000034,0.000096,0,391
0,0.000069,0.000037,0.000106,0,579
0,0.000060,0.000033,0.000093,0,288
0,0.000069,0.000037,0.000106,0,587
0,0.000074,0.000042,0.000116,0,543
0,0.000074,0.000038,0.000112,0,418
0,0.000078,0.000040,0.000118,0,482
0,0.000071,0.000035,0.000106,0,381
0,0.000069,0.000036,0.000105,0,410
0,0.000072,0.000057,0.000129,0,869
