feasible,beginning_to_start,start_to_solution,total,zero_solution,lifts
1,0.027859,1.750530,1.778389,0,506
1,0.033008,1.917428,1.950436,0,508
1,0.032445,1.776462,1.808907,0,505
1,0.032489,1.794478,1.826967,0,512
1,0.033957,1.787190,1.821147,0,521
1,0.027802,1.779695,1.807497,0,511
1,0.028906,1.787716,1.816622,0,521
1,0.028000,1.800130,1.828130,0,505
1,0.027529,1.556804,1.584333,0,510
1,0.038159,1.763831,1.801990,0,510
1,0.032972,1.571527,1.604499,0,506
1,0.037122,1.775453,1.812575,0,513
1,0.028843,1.864498,1.893341,0,512
1,0.028020,1.815963,1.843983,0,510
1,0.028412,1.800412,1.828824,0,505
1,0.047827,1.820008,1.867835,0,507
1,0.028296,1.784695,1.812991,0,510
1,0.034932,1.764219,1.799151,0,513
1,0.030077,1.769245,1.799322,0,512
1,0.030175,1.766778,1.796953,0,510
0,0.034331,1.855504,1.889835,0,2215
0,0.027030,1.825930,1.852960,0,3920
