feasible,beginning_to_start,start_to_solution,total,zero_solution,lifts
1,0.000227,0.000478,0.000705,0,210
1,0.000234,0.000480,0.000714,0,209
1,0.000224,0.000466,0.000690,0,210
1,0.000240,0.000482,0.000722,0,204
1,0.000221,0.000522,0.000743,0,205
1,0.000235,0.000480,0.000715,0,206
1,0.000235,0.000482,0.000717,0,204
1,0.000216,0.000525,0.000741,0,203
1,0.000232,0.000695,0.000927,0,207
1,0.000278,0.000539,0.000817,0,267
1,0.000248,0.000500,0.000748,0,204
1,0.000232,0.000492,0.000724,0,211
1,0.000257,0.000441,0.000698,0,206
1,0.000237,0.000497,0.000734,0,212
1,0.000250,0.000492,0.000742,0,209
1,0.000270,0.000510,0.000780,0,209
1,0.000223,0.000486,0.000709,0,207
1,0.000205,0.000517,0.000722,0,210
1,0.000231,0.000454,0.000685,0,209
1,0.000261,0.000504,0.000765,0,227
0,0.000236,0.000514,0.000750,0,922
0,0.000248,0.000531,0.000779,0,1666
0,0.000230,0.000477,0.000707,0,746
0,0.000239,0.000480,0.000719,0,803
0,0.000273,0.000520,0.000793,0,1002
0,0.000240,0.000545,0.000785,0,1318
0,0.000254,0.000487,0.000741,0,797
0,0.000231,0.000455,0.000686,0,600
0,0.000232,0.000496,0.000728,0,981
0,0.000262,0.000555,0.000817,0,877
0,0.000253,0.000505,0.000758,0,1115
0,0.000214,0.000518,0.000732,0,797
0,0.000262,0.000533,0.000795,0,796
0,0.000274,0.000561,0.000835,0,807
0,0.000253,0.000563,0.000816,0,798
0,0.000220,0.000522,0.000742,0,1105
0,0.000272,0.000516,0.000788,0,1397
0,0.000287,0.000553,0.000840,0,1219
0,0.000249,0.000505,0.000754,0,972
0,0.000236,0.000533,0.000769,0,1124
