feasible,beginning_to_start,start_to_solution,total,zero_solution,lifts
1,0.004427,0.085243,0.089670,0,206
1,0.004613,0.094852,0.099465,0,210
1,0.004454,0.085326,0.089780,0,207
1,0.004501,0.090268,0.094769,0,207
1,0.004352,0.084925,0.089277,0,204
1,0.004537,0.089780,0.094317,0,204
1,0.004249,0.088315,0.092564,0,207
1,0.004492,0.085817,0.090309,0,205
1,0.004656,0.086720,0.091376,0,206
1,0.004438,0.085740,0.090178,0,203
1,0.004465,0.085143,0.089608,0,221
1,0.004404,0.085852,0.090256,0,209
1,0.004636,0.094258,0.098894,0,205
1,0.004697,0.084797,0.089494,0,210
1,0.004266,0.085722,0.089988,0,202
1,0.004549,0.088799,0.093348,0,206
1,0.004558,0.085946,0.090504,0,205
1,0.004492,0.085956,0.090448,0,207
1,0.004229,0.085476,0.089705,0,213
1,0.004409,0.086997,0.091406,0,210
0,0.004560,0.086828,0.091388,0,472
0,0.004368,0.086303,0.090671,0,799
0,0.004199,0.087513,0.091712,0,1394
0,0.004484,0.087716,0.092200,0,1153
0,0.004374,0.085294,0.089668,0,419
0,0.004419,0.087086,0.091505,0,759
0,0.004422,0.087431,0.091853,0,1154
0,0.004582,0.086781,0.091363,0,1074
0,0.004230,0.085705,0.089935,0,982
0,0.003843,0.086360,0.090203,0,599
0,0.004396,0.089723,0.094119,0,767
0,0.004379,0.093204,0.097583,0,966
0,0.004366,0.091021,0.095387,0,1349
0,0.004554,0.091294,0.095848,0,796
0,0.004546,0.087298,0.091844,0,1118
0,0.004738,0.085704,0.090442,0,604
0,0.004573,0.086408,0.090981,0,883
0,0.004464,0.086087,0.090551,0,799
0,0.004792,0.091412,0.096204,0,997
0,0.004590,0.086290,0.090880,0,825
