feasible,beginning_to_start,start_to_solution,total,zero_solution,lifts
1,0.000118,0.000122,0.000240,0,110
1,0.000121,0.000107,0.000228,0,106
1,0.000115,0.000093,0.000208,0,102
1,0.000129,0.000122,0.000251,0,102
1,0.000134,0.000108,0.000242,0,112
1,0.000111,0.000093,0.000204,0,104
1,0.000118,0.000099,0.000217,0,110
1,0.000119,0.000107,0.000226,0,106
1,0.000122,0.000093,0.000215,0,112
1,0.000147,0.000099,0.000246,0,106
1,0.000115,0.000125,0.000240,0,118
1,0.000131,0.000102,0.000233,0,106
1,0.000125,0.000107,0.000232,0,106
1,0.000122,0.000115,0.000237,0,110
1,0.000117,0.000104,0.000221,0,108
1,0.000119,0.000095,0.000214,0,141
1,0.000134,0.000094,0.000228,0,115
1,0.000117,0.000106,0.000223,0,106
1,0.000119,0.000120,0.000239,0,254
1,0.000127,0.000108,0.000235,0,105
0,0.000134,0.000113,0.000247,0,497
0,0.000127,0.000109,0.000236,0,476
0,0.000109,0.000117,0.000226,0,495
0,0.000139,0.000124,0.000263,0,520
0,0.000116,0.000124,0.000240,0,529
0,0.000120,0.000118,0.000238,0,402
0,0.000108,0.000112,0.000220,0,597
0,0.000122,0.000118,0.000240,0,529
0,0.000120,0.000117,0.000237,0,398
0,0.000118,0.000119,0.000237,0,367
0,0.000118,0.000108,0.000226,0,496
0,0.000129,0.000118,0.000247,0,405
0,0.000124,0.000158,0.000282,0,469
0,0.000113,0.000129,0.000242,0,534
0,0.000133,0.000108,0.000241,0,455
0,0.000123,0.000113,0.000236,0,496
0,0.000104,0.000104,0.000208,0,398
0,0.000125,0.000102,0.000227,0,397
0,0.000112,0.000109,0.000221,0,398
0,0.000141,0.000130,0.000271,0,577
