feasible,beginning_to_start,start_to_solution,total,zero_solution,lifts
1,0.000181,0.000483,0.000664,0,324
1,0.000178,0.000509,0.000687,0,326
1,0.000183,0.000507,0.000690,0,332
1,0.000219,0.000522,0.000741,0,1257
1,0.000206,0.000494,0.000700,0,415
1,0.000238,0.000649,0.000887,0,372
1,0.000167,0.000509,0.000676,0,430
1,0.000221,0.000531,0.000752,0,385
1,0.000178,0.000485,0.000663,0,346
1,0.000185,0.000488,0.000673,0,337
1,0.000215,0.000487,0.000702,0,426
1,0.000145,0.000496,0.000641,0,317
1,0.000202,0.000491,0.000693,0,340
1,0.000231,0.000490,0.000721,0,385
1,0.000163,0.000484,0.000647,0,356
1,0.000166,0.000484,0.000650,0,323
1,0.000187,0.000488,0.000675,0,321
1,0.000226,0.000490,0.000716,0,336
1,0.000222,0.000488,0.000710,0,321
1,0.000220,0.000481,0.000701,0,327
0,0.000197,0.000522,0.000719,0,1947
0,0.000207,0.000499,0.000706,0,1370
0,0.000222,0.000526,0.000748,0,2316
0,0.000189,0.000496,0.000685,0,1928
0,0.000155,0.000497,0.000652,0,2322
0,0.000201,0.000505,0.000706,0,2797
0,0.000221,0.000503,0.000724,0,2468
0,0.000187,0.000525,0.000712,0,3469
0,0.000319,0.000503,0.000822,0,2463
0,0.000232,0.000583,0.000815,0,2687
0,0.000208,0.000510,0.000718,0,2345
0,0.000211,0.000520,0.000731,0,3744
0,0.000182,0.000500,0.000682,0,1532
0,0.000167,0.000517,0.000684,0,2481
0,0.000181,0.000492,0.000673,0,1324
0,0.000223,0.000499,0.000722,0,1749
0,0.000193,0.000515,0.000708,0,2515
0,0.000178,0.000490,0.000668,0,1822
0,0.000177,0.000489,0.000666,0,1322
0,0.000158,0.000489,0.000647,0,1811
