feasible,beginning_to_start,start_to_solution,total,zero_solution,lifts
1,0.001183,0.003909,0.005092,0,104
1,0.001091,0.003916,0.005007,0,103
1,0.001057,0.003941,0.004998,0,104
1,0.001144,0.003747,0.004891,0,103
1,0.001171,0.003713,0.004884,0,107
1,0.001077,0.003753,0.004830,0,106
1,0.001139,0.004082,0.005221,0,108
1,0.001092,0.003693,0.004785,0,105
1,0.001278,0.004348,0.005626,0,104
1,0.001057,0.003930,0.004987,0,107
1,0.001057,0.003745,0.004802,0,107
1,0.001126,0.004259,0.005385,0,108
1,0.001079,0.004297,0.005376,0,106
1,0.001122,0.003917,0.005039,0,117
1,0.001280,0.004153,0.005433,0,114
1,0.001064,0.004471,0.005535,0,113
1,0.001096,0.004009,0.005105,0,107
1,0.001065,0.003753,0.004818,0,108
1,0.001071,0.003754,0.004825,0,106
1,0.001050,0.004102,0.005152,0,110
0,0.001046,0.004262,0.005308,0,550
0,0.001109,0.004199,0.005308,0,300
0,0.001116,0.004726,0.005842,0,704
0,0.001158,0.004506,0.005664,0,397
0,0.001053,0.004235,0.005288,0,465
0,0.001096,0.004325,0.005421,0,274
0,0.001036,0.003875,0.004911,0,397
0,0.001050,0.004180,0.005230,0,638
0,0.001077,0.003891,0.004968,0,439
0,0.001055,0.003949,0.005004,0,396
0,0.001116,0.004133,0.005249,0,400
0,0.001029,0.003926,0.004955,0,396
0,0.001280,0.003910,0.005190,0,543
0,0.001111,0.004005,0.005116,0,522
0,0.001046,0.003851,0.004897,0,302
0,0.001081,0.003862,0.004943,0,341
0,0.001009,0.004260,0.005269,0,305
0,0.001060,0.003962,0.005022,0,450
0,0.001117,0.004052,0.005169,0,396
0,0.001166,0.003944,0.005110,0,531
