feasible,beginning_to_start,start_to_solution,total,zero_solution,lifts
1,0.000122,0.000082,0.000204,0,242
1,0.000091,0.000080,0.000171,0,207
1,0.000080,0.000077,0.000157,0,143
1,0.000098,0.000085,0.000183,0,143
1,0.000109,0.000078,0.000187,0,163
1,0.000080,0.000078,0.000158,0,136
1,0.000090,0.000078,0.000168,0,150
1,0.000081,0.000078,0.000159,0,142
1,0.000075,0.000076,0.000151,0,131
1,0.000078,0.000077,0.000155,0,135
1,0.000103,0.000083,0.000186,0,328
1,0.000097,0.000081,0.000178,0,298
1,0.000078,0.000080,0.000158,0,280
1,0.000075,0.000077,0.000152,0,132
1,0.000113,0.000078,0.000191,0,134
1,0.000091,0.000077,0.000168,0,145
1,0.000090,0.000076,0.000166,0,130
1,0.000079,0.000076,0.000155,0,129
1,0.000079,0.000075,0.000154,0,122
0,0.000108,0.000104,0.000212,0,1228
0,0.000092,0.000084,0.000176,0,1316
0,0.000100,0.000083,0.000183,0,743
0,0.000109,0.000089,0.000198,0,692
0,0.000101,0.000087,0.000188,0,738
0,0.000089,0.000082,0.000171,0,1322
0,0.000091,0.000089,0.000180,0,850
0,0.000083,0.000084,0.000167,0,538
0,0.000092,0.000087,0.000179,0,801
0,0.000102,0.000083,0.000185,0,1117
0,0.000091,0.000080,0.000171,0,728
0,0.000090,0.000085,0.000175,0,953
0,0.000094,0.000080,0.000174,0,539
0,0.000087,0.000082,0.000169,0,906
0,0.000092,0.000112,0.000204,0,988
0,0.000111,0.000080,0.000191,0,526
0,0.000095,0.000097,0.000192,0,1129
0,0.000086,0.000087,0.000173,0,812
0,0.000112,0.000088,0.000200,0,663
0,0.000086,0.000079,0.000165,0,738
0,0.000085,0.000078,0.000163,0,527
